Questions,Followers,Answered,Link
How does Kaggle decide whose solution is better?,4,0,/unanswered/How-does-Kaggle-decide-whose-solution-is-better
What's the shortest Kaggle script to place in the top 3 a competition?,4,1,/Whats-the-shortest-Kaggle-script-to-place-in-the-top-3-a-competition
How do I import data and submit a project in kaggle using R?,5,0,/unanswered/How-do-I-import-data-and-submit-a-project-in-kaggle-using-R
How is Kaggle being used to solve problems stemming from the COVID-19 outbreak?,4,1,/How-is-Kaggle-being-used-to-solve-problems-stemming-from-the-COVID-19-outbreak
"Which is best to make a living as a data scientist online, TopCoder or Kaggle?",4,1,/Which-is-best-to-make-a-living-as-a-data-scientist-online-TopCoder-or-Kaggle
I am a 14 year old who wants to participate in Kaggle. Why there is an age bar for the Kaggle competition?,3,0,/unanswered/I-am-a-14-year-old-who-wants-to-participate-in-Kaggle-Why-there-is-an-age-bar-for-the-Kaggle-competition
"Why is Kaggle not inclusive, and how do I improve it?",3,0,/unanswered/Why-is-Kaggle-not-inclusive-and-how-do-I-improve-it
How did you start with kaggle competitions and scaled up? What are the pain points you faced as a beginner and how did you overcame?,42,0,/unanswered/How-did-you-start-with-kaggle-competitions-and-scaled-up-What-are-the-pain-points-you-faced-as-a-beginner-and-how-did-you-overcame
What score do I need to get in a Kaggle competition to show employers I am a good data analyst and data miner?,19,1,/What-score-do-I-need-to-get-in-a-Kaggle-competition-to-show-employers-I-am-a-good-data-analyst-and-data-miner
Do companies value experience in data science gained through Kaggle and HackerEarth?,10,0,/unanswered/Do-companies-value-experience-in-data-science-gained-through-Kaggle-and-HackerEarth
How does the log loss scoring system work in the Kaggle March Madness competition?,9,0,/unanswered/How-does-the-log-loss-scoring-system-work-in-the-Kaggle-March-Madness-competition
Has anyone used both Kaggle and CrowdANALYTIX for data analytics competitions? What are the pros and cons of both the platforms?,18,0,/unanswered/Has-anyone-used-both-Kaggle-and-CrowdANALYTIX-for-data-analytics-competitions-What-are-the-pros-and-cons-of-both-the-platforms
Is it legal for an F1 Visa student participate in kaggle competitions and win money?,3,1,/Is-it-legal-for-an-F1-Visa-student-participate-in-kaggle-competitions-and-win-money
Does doing a kaggle project come under freelancing?,4,0,/Does-doing-a-kaggle-project-come-under-freelancing
Why does Abhishek Thakur use PyTorch in Kaggle competitions?,6,0,/unanswered/Why-does-Abhishek-Thakur-use-PyTorch-in-Kaggle-competitions
How did my Kaggle dataset get featured?,2,0,/unanswered/How-did-my-Kaggle-dataset-get-featured
What kaggle competition should i choose?,1,0,/What-kaggle-competition-should-i-choose
"As a CS undergrad, is running through dataquest and then grinding kaggle a reasonable way to break into the industry without an MS/PhD?",10,0,/unanswered/As-a-CS-undergrad-is-running-through-dataquest-and-then-grinding-kaggle-a-reasonable-way-to-break-into-the-industry-without-an-MS-PhD
What is the best Python IDE for Machine Learning competitions like Kaggle keeping in mind the processing power of an average laptop?,17,1,/What-is-the-best-Python-IDE-for-Machine-Learning-competitions-like-Kaggle-keeping-in-mind-the-processing-power-of-an-average-laptop
Is there any other tutorial to study in Kaggle besides the Titanic one?,4,0,/unanswered/Is-there-any-other-tutorial-to-study-in-Kaggle-besides-the-Titanic-one
"Why do people compete on teams in Kaggle? Do you learn more from being on a team with ""experts"" or a team without experts?",15,0,/unanswered/Why-do-people-compete-on-teams-in-Kaggle-Do-you-learn-more-from-being-on-a-team-with-experts-or-a-team-without-experts
What is required to complete a project on Kaggle?,3,0,/unanswered/What-is-required-to-complete-a-project-on-Kaggle
If data scientists on Kaggle use the existing algorithms then how only one gets the upper edge over other? Is it due to data cleaning/manipulating techniques or they have a better approach towards training and testing the models?,81,1,/If-data-scientists-on-Kaggle-use-the-existing-algorithms-then-how-only-one-gets-the-upper-edge-over-other-Is-it-due-to-data-cleaning-manipulating-techniques-or-they-have-a-better-approach-towards-training-and
Can I compete in Kaggle featured competitions that had already ended and still get medals?,8,0,/unanswered/Can-I-compete-in-Kaggle-featured-competitions-that-had-already-ended-and-still-get-medals
How do I execute R queries online with kaggle competitions datasets?,2,1,/How-do-I-execute-R-queries-online-with-kaggle-competitions-datasets
I am thinking of creating a data science company that tries to win a Kaggle competition for the revenue source. Have you ever heard of such an idea?,10,1,/I-am-thinking-of-creating-a-data-science-company-that-tries-to-win-a-Kaggle-competition-for-the-revenue-source-Have-you-ever-heard-of-such-an-idea
Does Kaggle offer more people into the world of data science than Topcoder?,5,1,/unanswered/Does-Kaggle-offer-more-people-into-the-world-of-data-science-than-Topcoder
What is a Kaggle ranking?,2,1,/unanswered/What-is-a-Kaggle-ranking
How can people use machine learning models from Kaggle for their businesses or ventures?,8,1,/How-can-people-use-machine-learning-models-from-Kaggle-for-their-businesses-or-ventures
How do I source resumes from Kaggle?,5,1,/unanswered/How-do-I-source-resumes-from-Kaggle
Is feature engineering the most important thing to know in order to win a Kaggle Competition? Why?,9,1,/unanswered/Is-feature-engineering-the-most-important-thing-to-know-in-order-to-win-a-Kaggle-Competition-Why
Should I enroll in data science bootcamp or just teach myself from free online materials and tackle Kaggle competitions?,10,1,/Should-I-enroll-in-data-science-bootcamp-or-just-teach-myself-from-free-online-materials-and-tackle-Kaggle-competitions
Is the data at kaggle raw data?,2,1,/unanswered/Is-the-data-at-kaggle-raw-data
Have you ever used a machine learning algorithm that you implemented yourself for Kaggle?,4,1,/Have-you-ever-used-a-machine-learning-algorithm-that-you-implemented-yourself-for-Kaggle
"What differentiates a typical Kaggle solution somewhere in the middle of the pack versus someone in the, say, top 5-10%?",9,1,/What-differentiates-a-typical-Kaggle-solution-somewhere-in-the-middle-of-the-pack-versus-someone-in-the-say-top-5-10
"Is there anybody available for teaming up for kaggle competitions, in Bangalore?",2,0,/unanswered/Is-there-anybody-available-for-teaming-up-for-kaggle-competitions-in-Bangalore
Where could I get the dataset of the Data Science Bowl 2017 Kaggle competition?,7,1,/Where-could-I-get-the-dataset-of-the-Data-Science-Bowl-2017-Kaggle-competition
"Who wins in terms of what they offer to the world, Top Coder or Kaggle?",4,0,/unanswered/Who-wins-in-terms-of-what-they-offer-to-the-world-Top-Coder-or-Kaggle
Why is Kaggle (company) funding round in 2015 smaller than 2011?,4,1,/Why-is-Kaggle-company-funding-round-in-2015-smaller-than-2011
"If Alphabet bought Kaggle, is it possible to say that Kaggle is a crowdsource resource? Why? What about Quora?",1,0,/unanswered/If-Alphabet-bought-Kaggle-is-it-possible-to-say-that-Kaggle-is-a-crowdsource-resource-Why-What-about-Quora
"Being a fresher in data science field, will I get a job in MNC if I would do Kaggle projects with proper portfolio and some MOOC courses and skills?",21,1,/Being-a-fresher-in-data-science-field-will-I-get-a-job-in-MNC-if-I-would-do-Kaggle-projects-with-proper-portfolio-and-some-MOOC-courses-and-skills
Are there sites similar to Kaggle?,2,0,/unanswered/Are-there-sites-similar-to-Kaggle
Is it just me or are some of the competitions in Kaggle down right exploitative?,3,1,/Is-it-just-me-or-are-some-of-the-competitions-in-Kaggle-down-right-exploitative
Can we use Kaggle datasets as part of our research?,2,1,/Can-we-use-Kaggle-datasets-as-part-of-our-research
"If data from Kaggle is used, whom should I acknowledge, is it the one who uploaded it or kaggle database?",3,0,/unanswered/If-data-from-Kaggle-is-used-whom-should-I-acknowledge-is-it-the-one-who-uploaded-it-or-kaggle-database
"How do I get started with Kaggle? How can I get started if someone has experience in competitive coding with C++, but not in machine learning, AI, and other such things?",74,1,/How-do-I-get-started-with-Kaggle-How-can-I-get-started-if-someone-has-experience-in-competitive-coding-with-C-but-not-in-machine-learning-AI-and-other-such-things
Can anyone answer these queries related to kaggle competition?,2,1,/Can-anyone-answer-these-queries-related-to-kaggle-competition
How has kaggle changed over the past few years?,3,1,/How-has-kaggle-changed-over-the-past-few-years
Can the data at kaggle be trusted to make publications?,7,0,/unanswered/Can-the-data-at-kaggle-be-trusted-to-make-publications
"Can I host an in-class kernel-only competition on Kaggle? If yes, how?",3,1,/Can-I-host-an-in-class-kernel-only-competition-on-Kaggle-If-yes-how
"What if I complete my Data Camp career track of Data scientist, do you think that now I can participate in Kaggle competitions?",20,1,/What-if-I-complete-my-Data-Camp-career-track-of-Data-scientist-do-you-think-that-now-I-can-participate-in-Kaggle-competitions
How can one prevent overfitting of public leader board on kaggle?,4,1,/How-can-one-prevent-overfitting-of-public-leader-board-on-kaggle
How do we use kaggle database to learn business intelligence algorithms?,5,0,/unanswered/How-do-we-use-kaggle-database-to-learn-business-intelligence-algorithms
What should I know before solving the Kaggle site's problem?,5,1,/What-should-I-know-before-solving-the-Kaggle-sites-problem
"For someone without a statistics degree, what projects can I work on that could help me secure a data science internship? Is Kaggle the only way?",12,1,/For-someone-without-a-statistics-degree-what-projects-can-I-work-on-that-could-help-me-secure-a-data-science-internship-Is-Kaggle-the-only-way
"Are there any competition holding sites like Kaggle, but for software testers instead of data scientists?",8,0,/unanswered/Are-there-any-competition-holding-sites-like-Kaggle-but-for-software-testers-instead-of-data-scientists
"If Wolpert's ""No free lunch"" theorem is true, how come most Kaggle competitions winners use either XGBoost for structured data or NN for unstructured?",15,1,/If-Wolperts-No-free-lunch-theorem-is-true-how-come-most-Kaggle-competitions-winners-use-either-XGBoost-for-structured-data-or-NN-for-unstructured
How do you handle the Kaggle equivalent for Colab's files download (Kaggle development)?,1,0,/unanswered/How-do-you-handle-the-Kaggle-equivalent-for-Colabs-files-download-Kaggle-development
Can I call myself a data scientist if I rank around top 50% in Kaggle?,4,1,/Can-I-call-myself-a-data-scientist-if-I-rank-around-top-50-in-Kaggle
"Which will better prepare me to become a data scientist: a relevant university degree or self-teaching via Coursera, Kaggle, and side projects?",20,1,/Which-will-better-prepare-me-to-become-a-data-scientist-a-relevant-university-degree-or-self-teaching-via-Coursera-Kaggle-and-side-projects
What are the absolute minimum skills needed to complete in data science contest like kaggle?,6,1,/What-are-the-absolute-minimum-skills-needed-to-complete-in-data-science-contest-like-kaggle
"Should I download the dataset when I join a new Kaggle competition, or should I open a kernel in Kaggle itself and work on the dataset there only?",3,0,/unanswered/Should-I-download-the-dataset-when-I-join-a-new-Kaggle-competition-or-should-I-open-a-kernel-in-Kaggle-itself-and-work-on-the-dataset-there-only-1
Why does Kaggle pre-split training and testing data for download rather than keeping it together to choose how to partition yourself?,20,1,/Why-does-Kaggle-pre-split-training-and-testing-data-for-download-rather-than-keeping-it-together-to-choose-how-to-partition-yourself
I've read quite a lot of stories about winning Kaggle and other competitions and it seems that in most cases people choose GBM. Are there any cases when some another approach would definitely be better?,38,1,/Ive-read-quite-a-lot-of-stories-about-winning-Kaggle-and-other-competitions-and-it-seems-that-in-most-cases-people-choose-GBM-Are-there-any-cases-when-some-another-approach-would-definitely-be-better
Can I earn through kaggle?,1,0,/unanswered/Can-I-earn-through-kaggle
