title,heading,content,tokens
Mario & Sonic at the Olympic Games Tokyo 2020,Reception,"Mario & Sonic at the Olympic Games Tokyo 2020 has received ""mixed or average reviews"" from critics according to the review aggregator Metacritic.The game has received praise for its mini games, which have been described as fun to play. The game has also received praise for the story mode for having its own mini-games, references to various Mario and Sonic games, respectively, humor, and Olympic history. Also, the game has received praise for the 2D events for adding value for fans of the retro Mario and Sonic style, as well as emulating the feel of sports games of that era, such as Track & Field. However, the game has also received criticism for its story mode having ""tedious progression"" and slow dialogue. The game has also received criticism towards its lack of single-player content.Reception to multiplayer was mixed. Local play received praise for making events more enjoyable and adding replay value, but was criticized for its limited options and ""lack of formal structure"". The online mode has been criticized due to lag, especially when playing with 8 players, although 2 to 4 players online has been reported to be smoother, with less lag.In Japan, it was the 28th best-selling game of 2019, with 195,128 units sold in Japan that year.",264
Albania at the 2020 Summer Olympics,Summary,"Albania (ALB) competed at the 2020 Summer Olympics in Tokyo, Japan, represented by the Albanian National Olympic Committee (KOKSH). Originally scheduled to take place from 24 July to 9 August 2020, the Games were postponed to 23 July to 8 August 2021, because of the COVID-19 pandemic.To this point, the nation had participated in the Summer Olympic Games on eight occasions since its first appearance in 1972. A total of nine athletes, six men and three women, were selected by the national committee to compete in six sports.",117
Albania at the 2020 Summer Olympics,Background,"Prior to the 2020 games, Albania had sent a delegation to eight editions of the Summer Olympic Games. The Albanian National Olympic Committee (KOKSH) was recognised by the International Olympic Committee (IOC) on 1 January 1959. The nation made its debut appearance at the 1972 Summer Olympics in Munich, Germany, and missed the following editions before returning for the 1992 Summer Olympics in Barcelona, Spain.",83
Albania at the 2020 Summer Olympics,Competitors,"The following table lists the number of competitors for Albania in the 2020 Summer Olympics. The nation's team for the 2020 games was composed of six male and three female competitors, including athletes Izmir Smajlaj and Luiza Gega, gymnast Matvei Petrov, judoka Indrit Cullahj, shooter Manuela Delilaj, swimmers Kledi Kadiu and Nikol Merizaj as well as weightlifters Briken Calja and Erkand Qerimaj.",106
Albania at the 2020 Summer Olympics,Athletics,"Albanian athletes further achieved the entry standards, by world ranking (one female) or by Universality place (one man), in the following track and field events (up to a maximum of 3 athletes in each event):

Track & road eventsField events",56
Albania at the 2020 Summer Olympics,Artistic,"Albania received an invitation from the Tripartite Commission to send a male gymnast to the Games, marking the country's debut in the sport. Matvei Petrov entered the men's pommel horse and finished tenth in the qualification round, failing to qulify for the final but being listed as first reserve.",69
Albania at the 2020 Summer Olympics,Shooting,"Albania was represented by Manuela Delilaj in the shooting tournament of the 2020 Summer Olympics. The nation received an invitation from the Tripartite Commission (TC) to send a women's air pistol shooter to the games, as long as the minimum qualifying score (MQS) was fulfilled by June 2021. Delilaj competed in the women's 10 m air pistol category on 25 July 2021 and was ranked 37 overall.",90
Albania at the 2020 Summer Olympics,Swimming,"Albania was represented by Kledi Kadiu and Nikol Merizaj in the swimming tournament of the 2020 Summer Olympics. The nation received a universality invitation from International Swimming Federation (FINA) to send two top-ranked swimmers in their respective individual events to the games based on the federation's points system of July 2021. Kadiu competed in the men's 100 m freestyle category on 27 July 2021 and was ranked 52 overall. Following this on 30 July, Merizaj participated in the women's 50 m freestyle category and eventually finished 42 overall.",121
Albania at the 2020 Summer Olympics,Weightlifting,"Albania will be represented by Briken Calja and Erkand Qerimaj in the weightlifting tournament of the 2020 Summer Olympics. The nations weightlifters qualified for two quota places based on the 2020 rankings qualification list of June 2021. Calja competed in the men's 73kg category on 28 July 2021 and was ranked fourth overall, narrowly missing out the country’s first ever olympic medal.",89
Sierra Leone at the 2020 Summer Olympics,Summary,"Sierra Leone competed at the 2020 Summer Olympics in Tokyo. Originally scheduled to take place from 24 July to 9 August 2020, the Games were postponed to 23 July to 8 August 2021, due to the COVID-19 pandemic. It was the nation's twelfth appearance at the Summer Olympics having appeared at all but two Games since its debut in 1968; Sierra Leone failed to register any athletes at the 1972 Summer Olympics in Munich, and also joined the rest of the African nations to boycott the 1976 Summer Olympics in Montreal.",109
Sierra Leone at the 2020 Summer Olympics,Judo,"Sierra Leone received an invitation from the Tripartite Commission and the International Judo Federation to send Frederick Harris in the men's half-middleweight category (81 kg) to the Olympics, marking the nation's debut in the sport. However, Harris was disqualified after being overweight.",60
Sierra Leone at the 2020 Summer Olympics,Swimming,"Sierra Leone received a universality invitation from FINA to send two top-ranked swimmers (one per gender) in their respective individual events to the Olympics, based on the FINA Points System of June 28, 2021.",49
Croatia at the 2020 Summer Olympics,Summary,"Croatia competed at the 2020 Summer Olympics in Tokyo. Originally scheduled to take place from 24 July to 9 August 2020, the Games were postponed to 23 July to 8 August 2021, because of the COVID-19 pandemic. It was the nation's eighth consecutive appearance at the Summer Olympics.
Croatian squad of 59 athletes, the smallest delegation since Barcelona 1992, was named on 5 July 2021.",87
Croatia at the 2020 Summer Olympics,Athletics,"Croatian athletes further achieved the entry standards, either by qualifying time or by world ranking, in the following track and field events (up to a maximum of 3 athletes in each event):

Track & road eventsField events",49
Croatia at the 2020 Summer Olympics,Boxing,"Croatia entered two boxers into the Olympic tournament. Youth Olympic medalist Luka Plantić (men's light heavyweight) and Nikolina Čačić (women's featherweight) secured spots by winning their quarterfinal and box-off matches, respectively, at the 2020 European Qualification Tournament in Villebon-sur-Yvette, France.",79
Croatia at the 2020 Summer Olympics,Slalom,"Croatia qualified one canoeist for the men's C-1 class by finishing in the top eleven at the 2019 ICF Canoe Slalom World Championships in La Seu d'Urgell, Spain, marking the country's recurrence to the sport after an eight-year absence.",64
Croatia at the 2020 Summer Olympics,Sprint,"Croatia qualified a single boat (women's K-1 500 m) for the Games by virtue of placing 2nd at the 2021 European Qualification Regatta in Szeged, Hungary. A further boat qualified (women's C-1 200 m) by virtue of winning the World Olympic Qualifier in Barnaul, Russia. This signified the first time that Croatia has qualified female canoeists.

Qualification Legend: FA = Qualify to final (medal); FB = Qualify to final B (non-medal)",114
Croatia at the 2020 Summer Olympics,Road,"Croatia received a spare berth, freed up by withdrawal of Sweden, to send one rider competing in the men's Olympic road race, as the highest-ranked nation for men, not yet qualified, in the UCI World Ranking.",51
Croatia at the 2020 Summer Olympics,Artistic,"Croatia entered two artistic gymnasts into the Olympic competition. Tin Srbić secured one of the two places available for individual-based gymnasts, neither part of the team nor qualified through the all-around, in the horizontal bar exercise at the 2019 World Championships in Stuttgart, Germany. On the women's side, Rio 2016 Olympian Ana Đerek received a spare berth from the apparatus event, as one of the twelve highest-ranked eligible gymnasts, not yet qualified, at the same tournament.

MenWomen",112
